Loyalty#,Country,Province or State,City,Gender,Education,Location Code,Marital Status,LoyaltyStatus,EnrollmentType,Income_Bins,Preferred_Season,CLV_Bins,Loyalty#
456140,Canada,Ontario,Toronto,male,College,Suburban,Married,Aurora,Standard,Low,Summer_Flights,Medium,456140
760876,Canada,Ontario,Thunder Bay,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,760876
884611,Canada,Nova Scotia,Halifax,male,Bachelor,Urban,Married,Aurora,Standard,High,Winter_Flights,Medium,884611
862979,Canada,Quebec,Quebec City,female,Bachelor,Rural,Married,Aurora,2021 Promotion,High,Autumn_Flights,Medium,862979
498587,Canada,Ontario,Kingston,male,Bachelor,Suburban,Married,Aurora,Standard,Medium,Summer_Flights,Medium,498587
654389,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Aurora,2021 Promotion,High,Summer_Flights,Medium,654389
262526,Canada,British Columbia,Dawson Creek,male,College,Urban,Married,Aurora,Standard,Low,Autumn_Flights,Medium,262526
155820,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Single,Aurora,Standard,High,Summer_Flights,Medium,155820
163260,Canada,British Columbia,Vancouver,female,College,Rural,Single,Aurora,Standard,Low,Winter_Flights,Medium,163260
213177,Canada,Ontario,Toronto,female,College,Urban,Single,Aurora,Standard,Low,Autumn_Flights,Medium,213177
482681,Canada,Saskatchewan,Regina,female,College,Suburban,Married,Aurora,Standard,Low,Summer_Flights,Medium,482681
869712,Canada,New Brunswick,Moncton,male,Bachelor,Rural,Married,Aurora,Standard,Medium,Non_Travel,Medium,869712
327365,Canada,British Columbia,Vancouver,male,High School or Below,Suburban,Married,Aurora,Standard,Low,Autumn_Flights,Medium,327365
725182,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Aurora,Standard,High,Autumn_Flights,Medium,725182
865494,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Aurora,Standard,High,Summer_Flights,Medium,865494
119633,Canada,Newfoundland,St. John's,male,Bachelor,Suburban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,119633
979355,Canada,Quebec,Quebec City,male,Bachelor,Rural,Married,Aurora,Standard,Medium,Autumn_Flights,Medium,979355
471204,Canada,New Brunswick,Fredericton,male,Bachelor,Suburban,Married,Aurora,Standard,High,Summer_Flights,Medium,471204
278539,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Aurora,Standard,High,Spring_Flights,Medium,278539
903327,Canada,British Columbia,Vancouver,male,Bachelor,Urban,Married,Aurora,Standard,High,Summer_Flights,Medium,903327
723015,Canada,Ontario,Ottawa,female,High School or Below,Rural,Married,Aurora,Standard,Low,Autumn_Flights,Medium,723015
661118,Canada,Quebec,Tremblant,female,College,Suburban,Single,Aurora,Standard,Low,Summer_Flights,Medium,661118
661587,Canada,Ontario,Toronto,male,High School or Below,Urban,Married,Aurora,Standard,Low,Autumn_Flights,Medium,661587
902192,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,902192
568880,Canada,Quebec,Montreal,female,Bachelor,Suburban,Married,Aurora,Standard,Low,Summer_Flights,Medium,568880
994374,Canada,Ontario,Trenton,male,College,Urban,Single,Aurora,Standard,Low,Winter_Flights,Medium,994374
208234,Canada,Quebec,Montreal,female,College,Rural,Divorced,Aurora,Standard,Low,Summer_Flights,Medium,208234
874601,Canada,New Brunswick,Fredericton,male,College,Urban,Divorced,Aurora,Standard,Low,Autumn_Flights,Medium,874601
588943,Canada,Ontario,Toronto,male,College,Rural,Married,Aurora,Standard,Low,Summer_Flights,Medium,588943
950961,Canada,Alberta,Edmonton,female,College,Suburban,Married,Aurora,Standard,Low,Non_Travel,Medium,950961
368045,Canada,British Columbia,Whistler,female,Bachelor,Urban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,368045
374421,Canada,Quebec,Montreal,female,Bachelor,Rural,Married,Aurora,Standard,Medium,Autumn_Flights,Medium,374421
990122,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Single,Aurora,Standard,Medium,Non_Travel,Medium,990122
706425,Canada,Ontario,Toronto,male,High School or Below,Suburban,Married,Aurora,Standard,Low,Non_Travel,Medium,706425
586686,Canada,Quebec,Montreal,male,Bachelor,Urban,Divorced,Aurora,Standard,High,Autumn_Flights,Medium,586686
180024,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Married,Aurora,Standard,Medium,Summer_Flights,Medium,180024
616875,Canada,British Columbia,Victoria,female,Bachelor,Rural,Married,Aurora,Standard,Medium,Summer_Flights,Medium,616875
642043,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,642043
736646,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Aurora,Standard,Medium,Spring_Flights,Medium,736646
871627,Canada,British Columbia,West Vancouver,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,871627
829505,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Aurora,Standard,High,Spring_Flights,Medium,829505
607538,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Aurora,Standard,High,Winter_Flights,Medium,607538
723112,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Married,Aurora,Standard,High,Summer_Flights,Medium,723112
366540,Canada,Alberta,Calgary,female,Bachelor,Suburban,Married,Aurora,2021 Promotion,High,Summer_Flights,Medium,366540
157212,Canada,Quebec,Hull,female,Bachelor,Rural,Married,Aurora,Standard,High,Summer_Flights,Medium,157212
999902,Canada,Ontario,Toronto,male,College,Urban,Married,Aurora,Standard,Low,Summer_Flights,Medium,999902
576911,Canada,Alberta,Edmonton,female,College,Rural,Single,Aurora,Standard,Low,Spring_Flights,Medium,576911
717150,Canada,Ontario,Toronto,male,College,Suburban,Single,Aurora,Standard,Low,Spring_Flights,Medium,717150
833397,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Married,Aurora,Standard,High,Summer_Flights,Medium,833397
279380,Canada,Ontario,Toronto,male,College,Suburban,Single,Aurora,Standard,Low,Autumn_Flights,Medium,279380
593252,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,593252
187459,Canada,Quebec,Montreal,male,Bachelor,Suburban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,187459
176688,Canada,Ontario,Toronto,female,Bachelor,Urban,Divorced,Aurora,Standard,High,Summer_Flights,Medium,176688
274473,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Divorced,Aurora,Standard,High,Summer_Flights,Medium,274473
760111,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Married,Aurora,Standard,Medium,Autumn_Flights,Medium,760111
886803,Canada,British Columbia,Whistler,female,College,Suburban,Divorced,Aurora,Standard,Low,Autumn_Flights,Medium,886803
847312,Canada,Newfoundland,St. John's,male,Bachelor,Suburban,Married,Aurora,2021 Promotion,Medium,Autumn_Flights,Medium,847312
312490,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Aurora,Standard,High,Summer_Flights,Medium,312490
551248,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Single,Aurora,Standard,High,Summer_Flights,Medium,551248
636413,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Aurora,Standard,High,Autumn_Flights,Medium,636413
706962,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Married,Aurora,Standard,High,Winter_Flights,Medium,706962
618871,Canada,Quebec,Tremblant,female,College,Rural,Single,Aurora,Standard,Low,Spring_Flights,Medium,618871
325778,Canada,Ontario,Toronto,male,Bachelor,Suburban,Divorced,Aurora,Standard,Medium,Spring_Flights,Medium,325778
236395,Canada,Saskatchewan,Regina,male,Bachelor,Suburban,Married,Aurora,Standard,High,Summer_Flights,Medium,236395
908246,Canada,Nova Scotia,Halifax,female,Bachelor,Urban,Married,Aurora,Standard,High,Summer_Flights,Medium,908246
980575,Canada,Quebec,Montreal,male,College,Urban,Single,Aurora,Standard,Low,Spring_Flights,Medium,980575
706125,Canada,Ontario,Thunder Bay,female,Bachelor,Rural,Married,Aurora,Standard,Medium,Spring_Flights,Medium,706125
906158,Canada,British Columbia,Vancouver,male,College,Suburban,Married,Aurora,Standard,Low,Spring_Flights,Medium,906158
977303,Canada,Ontario,Toronto,female,College,Rural,Married,Aurora,Standard,Low,Spring_Flights,Medium,977303
593190,Canada,Quebec,Montreal,male,Bachelor,Urban,Divorced,Aurora,Standard,High,Summer_Flights,Medium,593190
369188,Canada,Quebec,Hull,female,Bachelor,Urban,Divorced,Aurora,Standard,Medium,Non_Travel,Medium,369188
323776,Canada,Yukon,Whitehorse,male,Bachelor,Suburban,Divorced,Aurora,Standard,Medium,Autumn_Flights,Medium,323776
279777,Canada,Quebec,Montreal,male,Bachelor,Suburban,Single,Aurora,Standard,High,Winter_Flights,Medium,279777
224691,Canada,Ontario,Toronto,female,College,Suburban,Single,Aurora,Standard,Low,Summer_Flights,Medium,224691
246690,Canada,British Columbia,Vancouver,male,College,Suburban,Single,Aurora,2021 Promotion,Low,Spring_Flights,Medium,246690
359029,Canada,Ontario,Ottawa,female,College,Suburban,Single,Aurora,Standard,Low,Summer_Flights,Medium,359029
989262,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Autumn_Flights,Medium,989262
252135,Canada,Saskatchewan,Regina,male,College,Urban,Single,Aurora,2021 Promotion,Low,Non_Travel,Medium,252135
902277,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Married,Aurora,2021 Promotion,Medium,Winter_Flights,Medium,902277
193020,Canada,British Columbia,Victoria,male,Bachelor,Suburban,Married,Aurora,2021 Promotion,Medium,Summer_Flights,Medium,193020
823319,Canada,Quebec,Hull,female,Bachelor,Urban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,823319
664008,Canada,Saskatchewan,Regina,male,Bachelor,Urban,Married,Aurora,Standard,High,Winter_Flights,Medium,664008
893266,Canada,Manitoba,Winnipeg,female,Bachelor,Rural,Married,Aurora,2021 Promotion,Medium,Autumn_Flights,Medium,893266
606875,Canada,British Columbia,Whistler,male,College,Suburban,Divorced,Aurora,Standard,Low,Summer_Flights,Medium,606875
797216,Canada,British Columbia,Vancouver,female,College,Suburban,Married,Aurora,Standard,Low,Spring_Flights,Medium,797216
464117,Canada,Alberta,Edmonton,male,Bachelor,Suburban,Single,Aurora,Standard,Medium,Winter_Flights,Medium,464117
917191,Canada,British Columbia,Whistler,male,College,Rural,Married,Aurora,Standard,Low,Spring_Flights,Medium,917191
294184,Canada,Ontario,Kingston,male,Bachelor,Rural,Married,Aurora,Standard,High,Non_Travel,Medium,294184
349577,Canada,Ontario,Ottawa,male,Bachelor,Rural,Married,Aurora,Standard,High,Autumn_Flights,Medium,349577
938031,Canada,Ontario,Toronto,female,Bachelor,Rural,Married,Aurora,Standard,High,Winter_Flights,Medium,938031
146702,Canada,British Columbia,Whistler,male,Bachelor,Suburban,Married,Aurora,2021 Promotion,High,Spring_Flights,Medium,146702
906946,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,906946
284782,Canada,Alberta,Edmonton,female,Bachelor,Urban,Married,Aurora,Standard,High,Autumn_Flights,Medium,284782
962455,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Aurora,Standard,High,Spring_Flights,Medium,962455
929455,Canada,British Columbia,Dawson Creek,male,Bachelor,Rural,Single,Aurora,Standard,Medium,Winter_Flights,Medium,929455
182205,Canada,Ontario,Toronto,female,College,Suburban,Married,Aurora,Standard,Low,Winter_Flights,Medium,182205
530770,Canada,British Columbia,Vancouver,male,College,Rural,Married,Aurora,Standard,Low,Spring_Flights,Medium,530770
141047,Canada,Quebec,Quebec City,female,High School or Below,Urban,Married,Aurora,Standard,Low,Summer_Flights,Medium,141047
413243,Canada,Quebec,Hull,female,Bachelor,Suburban,Single,Aurora,Standard,High,Spring_Flights,Medium,413243
211842,Canada,Ontario,Toronto,male,Doctor,Suburban,Divorced,Aurora,Standard,Medium,Autumn_Flights,Medium,211842
567319,Canada,Quebec,Quebec City,female,Bachelor,Urban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,567319
349220,Canada,Quebec,Montreal,male,Bachelor,Rural,Married,Aurora,Standard,High,Summer_Flights,Medium,349220
162180,Canada,New Brunswick,Moncton,male,Bachelor,Urban,Single,Aurora,Standard,High,Autumn_Flights,Medium,162180
297702,Canada,Quebec,Tremblant,male,Bachelor,Rural,Single,Aurora,Standard,High,Autumn_Flights,Medium,297702
994707,Canada,Ontario,Ottawa,male,Bachelor,Suburban,Single,Aurora,Standard,High,Autumn_Flights,Medium,994707
796213,Canada,Quebec,Montreal,male,Bachelor,Suburban,Divorced,Aurora,Standard,Medium,Spring_Flights,Medium,796213
883841,Canada,Manitoba,Winnipeg,male,Bachelor,Suburban,Single,Aurora,Standard,High,Summer_Flights,Medium,883841
244762,Canada,Ontario,Trenton,male,College,Urban,Single,Aurora,Standard,Low,Autumn_Flights,Medium,244762
271357,Canada,British Columbia,Vancouver,female,College,Rural,Single,Aurora,Standard,Low,Winter_Flights,Medium,271357
338285,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Aurora,Standard,High,Summer_Flights,Medium,338285
855007,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Married,Aurora,Standard,High,Winter_Flights,Medium,855007
614830,Canada,Ontario,Toronto,male,College,Suburban,Single,Aurora,Standard,Low,Summer_Flights,Medium,614830
664799,Canada,Alberta,Banff,female,College,Urban,Single,Aurora,Standard,Low,Summer_Flights,Medium,664799
381539,Canada,Ontario,London,male,College,Rural,Married,Aurora,Standard,Low,Autumn_Flights,Medium,381539
609532,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,609532
666680,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,666680
789148,Canada,New Brunswick,Fredericton,male,Bachelor,Suburban,Married,Aurora,Standard,Medium,Summer_Flights,Medium,789148
404846,Canada,Ontario,Trenton,male,Bachelor,Urban,Married,Aurora,Standard,High,Autumn_Flights,Medium,404846
315242,Canada,Alberta,Edmonton,male,Bachelor,Rural,Married,Aurora,Standard,High,Non_Travel,Medium,315242
455474,Canada,Newfoundland,St. John's,female,Bachelor,Rural,Single,Aurora,Standard,Medium,Spring_Flights,Medium,455474
650529,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Aurora,Standard,High,Spring_Flights,Medium,650529
938830,Canada,Ontario,Ottawa,male,Bachelor,Urban,Married,Aurora,Standard,High,Non_Travel,Medium,938830
915194,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Single,Aurora,Standard,High,Summer_Flights,Medium,915194
738874,Canada,Alberta,Edmonton,male,Bachelor,Suburban,Divorced,Aurora,Standard,High,Summer_Flights,Medium,738874
288500,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Aurora,Standard,Medium,Summer_Flights,Medium,288500
554888,Canada,Quebec,Montreal,male,Bachelor,Urban,Divorced,Aurora,Standard,High,Summer_Flights,Medium,554888
352280,Canada,Alberta,Edmonton,female,Bachelor,Suburban,Married,Aurora,Standard,High,Autumn_Flights,Medium,352280
599184,Canada,Ontario,Thunder Bay,male,Bachelor,Rural,Single,Aurora,Standard,High,Summer_Flights,Medium,599184
196202,Canada,Quebec,Quebec City,female,Bachelor,Urban,Married,Aurora,Standard,High,Autumn_Flights,Medium,196202
164388,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Married,Aurora,Standard,High,Summer_Flights,Medium,164388
317683,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Aurora,Standard,High,Spring_Flights,Medium,317683
224661,Canada,Quebec,Montreal,male,College,Suburban,Single,Aurora,Standard,Low,Summer_Flights,Medium,224661
239276,Canada,Ontario,Trenton,female,Bachelor,Suburban,Divorced,Aurora,Standard,High,Winter_Flights,Medium,239276
123944,Canada,Nova Scotia,Halifax,male,High School or Below,Urban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,123944
258123,Canada,Saskatchewan,Regina,male,High School or Below,Suburban,Married,Aurora,Standard,Medium,Spring_Flights,Medium,258123
822901,Canada,Ontario,Kingston,male,College,Suburban,Married,Aurora,Standard,Low,Spring_Flights,Medium,822901
229436,Canada,Ontario,Sudbury,female,College,Rural,Single,Aurora,Standard,Low,Autumn_Flights,Medium,229436
178157,Canada,Ontario,Toronto,female,College,Urban,Married,Aurora,Standard,Low,Spring_Flights,Medium,178157
438525,Canada,Alberta,Edmonton,female,College,Rural,Married,Aurora,Standard,Low,Spring_Flights,Medium,438525
574640,Canada,Saskatchewan,Regina,male,Bachelor,Rural,Married,Aurora,Standard,Medium,Summer_Flights,Medium,574640
914959,Canada,Nova Scotia,Halifax,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Non_Travel,Medium,914959
352242,Canada,British Columbia,Victoria,female,Bachelor,Urban,Married,Aurora,Standard,High,Summer_Flights,Medium,352242
443557,Canada,British Columbia,Dawson Creek,male,Bachelor,Suburban,Married,Aurora,Standard,High,Autumn_Flights,Medium,443557
456128,Canada,Nova Scotia,Halifax,female,Bachelor,Urban,Married,Aurora,2021 Promotion,High,Summer_Flights,Medium,456128
429849,Canada,Ontario,Ottawa,female,College,Suburban,Single,Aurora,Standard,Low,Summer_Flights,Medium,429849
728135,Canada,Quebec,Montreal,male,College,Urban,Married,Aurora,Standard,Low,Autumn_Flights,Medium,728135
373044,Canada,Nova Scotia,Halifax,female,Bachelor,Suburban,Single,Aurora,Standard,Medium,Summer_Flights,Medium,373044
762681,Canada,Quebec,Montreal,male,Doctor,Urban,Married,Aurora,Standard,Medium,Winter_Flights,Medium,762681
150383,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Divorced,Aurora,2021 Promotion,Medium,Summer_Flights,Medium,150383
540316,Canada,Quebec,Quebec City,female,Bachelor,Suburban,Married,Aurora,Standard,Medium,Summer_Flights,Medium,540316
942413,Canada,Nova Scotia,Halifax,female,Bachelor,Rural,Married,Aurora,Standard,Medium,Spring_Flights,Medium,942413
766335,Canada,Alberta,Edmonton,male,Bachelor,Urban,Married,Aurora,2021 Promotion,Medium,Winter_Flights,Medium,766335
645919,Canada,Alberta,Edmonton,female,Bachelor,Suburban,Divorced,Aurora,2021 Promotion,Medium,Winter_Flights,Medium,645919
379414,Canada,Manitoba,Winnipeg,female,Bachelor,Urban,Married,Aurora,2021 Promotion,Medium,Winter_Flights,Medium,379414
249270,Canada,British Columbia,Kelowna,male,Bachelor,Rural,Divorced,Aurora,2021 Promotion,High,Spring_Flights,Medium,249270
107571,Canada,British Columbia,Vancouver,male,College,Suburban,Single,Aurora,Standard,Low,Winter_Flights,Medium,107571
549034,Canada,British Columbia,Whistler,female,Bachelor,Suburban,Single,Aurora,Standard,Medium,Summer_Flights,Medium,549034
896861,Canada,Ontario,Toronto,female,College,Urban,Single,Aurora,Standard,Low,Summer_Flights,Medium,896861
603739,Canada,Ontario,Kingston,female,Bachelor,Rural,Divorced,Aurora,Standard,Medium,Summer_Flights,Medium,603739
210298,Canada,Quebec,Montreal,male,College,Suburban,Married,Aurora,Standard,Low,Winter_Flights,Medium,210298
